job_id,workload_name,submission_time,requested_number_of_resources,requested_time,success,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,consumed_energy,allocated_resources
,req-24,0.4054,1,0.4054,1,0.4054,0.1,0.5054,0,0,0,-1,48
,req-26,0.4055,1,0.4055,1,0.4055,0.1,0.5055,0,0,0,-1,11
,req-31,0.4056,1,0.4056,1,0.4056,0.1,0.5056,0,0,0,-1,35
,req-31,0.4056,1,0.4056,1,0.4056,0.1,0.5056,0,0,0,-1,34
,req-31,0.4056,1,0.4056,1,0.4056,0.1,0.5056,0,0,0,-1,33
,req-31,0.4056,1,0.4056,1,0.4056,0.1,0.5056,0,0,0,-1,25
,req-31,0.4056,1,0.4056,1,0.4056,0.1,0.5056,0,0,0,-1,28
,req-49,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,67
,req-45,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,66
,req-33,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,65
,req-66,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,51
,req-66,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,50
,req-54,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,49
,req-65,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,18
,req-65,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,17
,req-39,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,47
,req-39,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,46
,req-32,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,12
,req-34,0.4057,1,0.4057,1,0.4057,0.1,0.5057,0,0,0,-1,27
,req-28,0.4249,1,0.4249,1,0.4249,0.1,0.5249,0,0,0,-1,14
,req-2,0.5013,1,0.5013,1,0.5013,0.1,0.6013,0,0,0,-1,60
,req-1,0.5013,1,0.5013,1,0.5013,0.1,0.6013,0,0,0,-1,1
,req-7,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,31
,req-7,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,32
,req-17,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,63
,req-14,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,64
,req-14,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,6
,req-14,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,7
,req-14,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,36
,req-11,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,38
,req-27,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,4
,req-27,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,2
,req-22,0.5015,1,0.5015,1,0.5015,0.1,0.6015,0,0,0,-1,3
,req-7,0.502,1,0.502,1,0.502,0.1,0.602,0,0,0,-1,30
,req-5,0.502,1,0.502,1,0.502,0.1,0.602,0,0,0,-1,29
,req-9,0.5022,1,0.5022,1,0.5022,0.1,0.6022,0,0,0,-1,23
,req-20,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,42
,req-10,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,41
,req-14,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,53
,req-19,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,39
,req-17,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,8
,req-18,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,24
,req-10,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,21
,req-10,0.5024,1,0.5024,1,0.5024,0.1,0.6024,0,0,0,-1,22
,req-0,0.5027,1,0.5027,1,0.5027,0.1,0.6027,0,0,0,-1,61
,req-12,0.5028,1,0.5028,1,0.5028,0.1,0.6028,0,0,0,-1,9
,req-27,0.5028,1,0.5028,1,0.5028,0.1,0.6028,0,0,0,-1,40
,req-6,0.5028,1,0.5028,1,0.5028,0.1,0.6028,0,0,0,-1,54
,req-6,0.5028,1,0.5028,1,0.5028,0.1,0.6028,0,0,0,-1,55
,req-12,0.5033,1,0.5033,1,0.5033,0.1,0.6033,0,0,0,-1,57
,req-28,0.5038,1,0.5038,1,0.5038,0.1,0.6038,0,0,0,-1,68
,req-66,0.5042,1,0.5042,1,0.5042,0.1,0.6042,0,0,0,-1,52
,req-16,0.5046,1,0.5046,1,0.5046,0.1,0.6046,0,0,0,-1,45
,req-70,0.5046,1,0.5046,1,0.5046,0.1,0.6046,0,0,0,-1,19
,req-70,0.5046,1,0.5046,1,0.5046,0.1,0.6046,0,0,0,-1,20
,req-18,0.505,1,0.505,1,0.505,0.1,0.605,0,0,0,-1,10
,req-27,0.5052,1,0.5052,1,0.5052,0.1,0.6052,0,0,0,-1,56
,req-26,0.5052,1,0.5052,1,0.5052,0.1,0.6052,0,0,0,-1,62
,req-20,0.5054,1,0.5054,1,0.5054,0.1,0.6054,0,0,0,-1,43
,req-20,0.5054,1,0.5054,1,0.5054,0.1,0.6054,0,0,0,-1,44
,req-13,0.5055,1,0.5055,1,0.5055,0.1,0.6055,0,0,0,-1,58
,req-13,0.5055,1,0.5055,1,0.5055,0.1,0.6055,0,0,0,-1,59
,req-21,0.5056,1,0.5056,1,0.5056,0.1,0.6056,0,0,0,-1,26
,req-26,0.5059,1,0.5059,1,0.5059,0.1,0.6059,0,0,0,-1,5
,req-25,0.5059,1,0.5059,1,0.5059,0.1,0.6059,0,0,0,-1,48
,req-26,0.5059,1,0.5059,1,0.5059,0.1,0.6059,0,0,0,-1,11
,req-24,0.5059,1,0.5059,1,0.5059,0.1,0.6059,0,0,0,-1,25
,req-27,0.506,1,0.506,1,0.506,0.1,0.606,0,0,0,-1,37
,req-31,0.506,1,0.506,1,0.506,0.1,0.606,0,0,0,-1,28
,req-33,0.5062,1,0.5062,1,0.5062,0.1,0.6062,0,0,0,-1,12
,req-31,0.5062,1,0.5062,1,0.5062,0.1,0.6062,0,0,0,-1,27
,req-36,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,33
,req-36,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,34
,req-36,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,35
,req-74,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,65
,req-69,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,66
,req-69,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,67
,req-72,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,49
,req-72,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,50
,req-72,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,51
,req-70,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,17
,req-65,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,18
,req-43,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,46
,req-39,0.5063,1,0.5063,1,0.5063,0.1,0.6063,0,0,0,-1,47
,req-4,0.6015,1,0.6015,1,0.6015,0.1,0.7015,0,0,0,-1,38
,req-2,0.6015,1,0.6015,1,0.6015,0.1,0.7015,0,0,0,-1,4
,req-2,0.6015,1,0.6015,1,0.6015,0.1,0.7015,0,0,0,-1,1
,req-11,0.6017,1,0.6017,1,0.6017,0.1,0.7017,0,0,0,-1,32
,req-7,0.6017,1,0.6017,1,0.6017,0.1,0.7017,0,0,0,-1,31
,req-15,0.6017,1,0.6017,1,0.6017,0.1,0.7017,0,0,0,-1,60
,req-19,0.6017,1,0.6017,1,0.6017,0.1,0.7017,0,0,0,-1,7
,req-8,0.6017,1,0.6017,1,0.6017,0.1,0.7017,0,0,0,-1,6
,req-24,0.602,1,0.602,1,0.602,0.1,0.702,0,0,0,-1,36
,req-33,0.6021,1,0.6021,1,0.6021,0.1,0.7021,0,0,0,-1,64
,req-33,0.6021,1,0.6021,1,0.6021,0.1,0.7021,0,0,0,-1,63
,req-16,0.6021,1,0.6021,1,0.6021,0.1,0.7021,0,0,0,-1,29
,req-7,0.6021,1,0.6021,1,0.6021,0.1,0.7021,0,0,0,-1,30
,req-29,0.6021,1,0.6021,1,0.6021,0.1,0.7021,0,0,0,-1,3
,req-27,0.6021,1,0.6021,1,0.6021,0.1,0.7021,0,0,0,-1,2
,req-8,0.6023,1,0.6023,1,0.6023,0.1,0.7023,0,0,0,-1,23
,req-9,0.6026,1,0.6026,1,0.6026,0.1,0.7026,0,0,0,-1,41
,req-9,0.6026,1,0.6026,1,0.6026,0.1,0.7026,0,0,0,-1,42
,req-10,0.6026,1,0.6026,1,0.6026,0.1,0.7026,0,0,0,-1,21
,req-9,0.6026,1,0.6026,1,0.6026,0.1,0.7026,0,0,0,-1,24
,req-19,0.603,1,0.603,1,0.603,0.1,0.703,0,0,0,-1,53
,req-18,0.603,1,0.603,1,0.603,0.1,0.703,0,0,0,-1,22
,req-26,0.6031,1,0.6031,1,0.6031,0.1,0.7031,0,0,0,-1,9
,req-22,0.6031,1,0.6031,1,0.6031,0.1,0.7031,0,0,0,-1,39
,req-33,0.6032,1,0.6032,1,0.6032,0.1,0.7032,0,0,0,-1,61
,req-29,0.6032,1,0.6032,1,0.6032,0.1,0.7032,0,0,0,-1,8
,req-30,0.6032,1,0.6032,1,0.6032,0.1,0.7032,0,0,0,-1,40
,req-35,0.6032,1,0.6032,1,0.6032,0.1,0.7032,0,0,0,-1,55
,req-30,0.6032,1,0.6032,1,0.6032,0.1,0.7032,0,0,0,-1,54
,req-15,0.6034,1,0.6034,1,0.6034,0.1,0.7034,0,0,0,-1,57
,req-22,0.6039,1,0.6039,1,0.6039,0.1,0.7039,0,0,0,-1,68
,req-77,0.6044,1,0.6044,1,0.6044,0.1,0.7044,0,0,0,-1,52
,req-70,0.6047,1,0.6047,1,0.6047,0.1,0.7047,0,0,0,-1,20
,req-70,0.6047,1,0.6047,1,0.6047,0.1,0.7047,0,0,0,-1,19
,req-21,0.6047,1,0.6047,1,0.6047,0.1,0.7047,0,0,0,-1,45
,req-37,0.6051,1,0.6051,1,0.6051,0.1,0.7051,0,0,0,-1,10
,req-26,0.6053,1,0.6053,1,0.6053,0.1,0.7053,0,0,0,-1,62
,req-35,0.6053,1,0.6053,1,0.6053,0.1,0.7053,0,0,0,-1,56
,req-31,0.6057,1,0.6057,1,0.6057,0.1,0.7057,0,0,0,-1,26
,req-23,0.6057,1,0.6057,1,0.6057,0.1,0.7057,0,0,0,-1,44
,req-23,0.6057,1,0.6057,1,0.6057,0.1,0.7057,0,0,0,-1,43
,req-25,0.6057,1,0.6057,1,0.6057,0.1,0.7057,0,0,0,-1,59
,req-13,0.6057,1,0.6057,1,0.6057,0.1,0.7057,0,0,0,-1,58
,req-30,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,37
,req-33,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,5
,req-31,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,48
,req-44,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,12
,req-41,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,11
,req-39,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,27
,req-34,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,28
,req-34,0.6062,1,0.6062,1,0.6062,0.1,0.7062,0,0,0,-1,25
,req-38,0.6066,1,0.6066,1,0.6066,0.1,0.7066,0,0,0,-1,35
,req-36,0.6066,1,0.6066,1,0.6066,0.1,0.7066,0,0,0,-1,34
,req-36,0.6066,1,0.6066,1,0.6066,0.1,0.7066,0,0,0,-1,33
,req-43,0.6066,1,0.6066,1,0.6066,0.1,0.7066,0,0,0,-1,47
,req-34,0.6066,1,0.6066,1,0.6066,0.1,0.7066,0,0,0,-1,46
,req-74,0.6067,1,0.6067,1,0.6067,0.1,0.7067,0,0,0,-1,66
,req-74,0.6067,1,0.6067,1,0.6067,0.1,0.7067,0,0,0,-1,65
,req-76,0.6068,1,0.6068,1,0.6068,0.1,0.7068,0,0,0,-1,18
,req-76,0.6068,1,0.6068,1,0.6068,0.1,0.7068,0,0,0,-1,17
,req-77,0.6068,1,0.6068,1,0.6068,0.1,0.7068,0,0,0,-1,50
,req-77,0.6068,1,0.6068,1,0.6068,0.1,0.7068,0,0,0,-1,49
,req-82,0.6068,1,0.6068,1,0.6068,0.1,0.7068,0,0,0,-1,67
,req-12,0.6744,1,0.6744,1,0.6744,0.1,0.7744,0,0,0,-1,51
,req-14,0.7016,1,0.7016,1,0.7016,0.1,0.8016,0,0,0,-1,38
,req-8,0.7016,1,0.7016,1,0.7016,0.1,0.8016,0,0,0,-1,1
,req-1,0.7016,1,0.7016,1,0.7016,0.1,0.8016,0,0,0,-1,4
,req-7,0.7019,1,0.7019,1,0.7019,0.1,0.8019,0,0,0,-1,32
,req-15,0.702,1,0.702,1,0.702,0.1,0.802,0,0,0,-1,60
,req-26,0.702,1,0.702,1,0.702,0.1,0.802,0,0,0,-1,7
,req-19,0.702,1,0.702,1,0.702,0.1,0.802,0,0,0,-1,31
,req-38,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,63
,req-36,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,64
,req-42,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,36
,req-35,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,6
,req-58,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,30
,req-35,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,29
,req-41,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,2
,req-41,0.7021,1,0.7021,1,0.7021,0.1,0.8021,0,0,0,-1,3
,req-18,0.7024,1,0.7024,1,0.7024,0.1,0.8024,0,0,0,-1,23
,req-10,0.7028,1,0.7028,1,0.7028,0.1,0.8028,0,0,0,-1,42
,req-10,0.7028,1,0.7028,1,0.7028,0.1,0.8028,0,0,0,-1,41
,req-18,0.7028,1,0.7028,1,0.7028,0.1,0.8028,0,0,0,-1,21
,req-20,0.7029,1,0.7029,1,0.7029,0.1,0.8029,0,0,0,-1,24
,req-6,0.7031,1,0.7031,1,0.7031,0.1,0.8031,0,0,0,-1,53
,req-14,0.7031,1,0.7031,1,0.7031,0.1,0.8031,0,0,0,-1,39
,req-17,0.7031,1,0.7031,1,0.7031,0.1,0.8031,0,0,0,-1,9
,req-18,0.7031,1,0.7031,1,0.7031,0.1,0.8031,0,0,0,-1,22
,req-25,0.7036,1,0.7036,1,0.7036,0.1,0.8036,0,0,0,-1,57
,req-17,0.7036,1,0.7036,1,0.7036,0.1,0.8036,0,0,0,-1,61
,req-36,0.7037,1,0.7037,1,0.7037,0.1,0.8037,0,0,0,-1,8
,req-35,0.7037,1,0.7037,1,0.7037,0.1,0.8037,0,0,0,-1,54
,req-35,0.7037,1,0.7037,1,0.7037,0.1,0.8037,0,0,0,-1,55
,req-27,0.7037,1,0.7037,1,0.7037,0.1,0.8037,0,0,0,-1,40
,req-22,0.7041,1,0.7041,1,0.7041,0.1,0.8041,0,0,0,-1,68
,req-21,0.7048,1,0.7048,1,0.7048,0.1,0.8048,0,0,0,-1,45
,req-76,0.7048,1,0.7048,1,0.7048,0.1,0.8048,0,0,0,-1,19
,req-76,0.7048,1,0.7048,1,0.7048,0.1,0.8048,0,0,0,-1,20
,req-20,0.7052,1,0.7052,1,0.7052,0.1,0.8052,0,0,0,-1,10
,req-36,0.7054,1,0.7054,1,0.7054,0.1,0.8054,0,0,0,-1,56
,req-26,0.7054,1,0.7054,1,0.7054,0.1,0.8054,0,0,0,-1,62
,req-23,0.7058,1,0.7058,1,0.7058,0.1,0.8058,0,0,0,-1,43
,req-23,0.7058,1,0.7058,1,0.7058,0.1,0.8058,0,0,0,-1,44
,req-31,0.7061,1,0.7061,1,0.7061,0.1,0.8061,0,0,0,-1,26
,req-34,0.7061,1,0.7061,1,0.7061,0.1,0.8061,0,0,0,-1,58
,req-34,0.7061,1,0.7061,1,0.7061,0.1,0.8061,0,0,0,-1,59
,req-25,0.7064,1,0.7064,1,0.7064,0.1,0.8064,0,0,0,-1,48
,req-35,0.7065,1,0.7065,1,0.7065,0.1,0.8065,0,0,0,-1,37
,req-36,0.7065,1,0.7065,1,0.7065,0.1,0.8065,0,0,0,-1,5
,req-46,0.7065,1,0.7065,1,0.7065,0.1,0.8065,0,0,0,-1,11
,req-45,0.7065,1,0.7065,1,0.7065,0.1,0.8065,0,0,0,-1,12
,req-39,0.7065,1,0.7065,1,0.7065,0.1,0.8065,0,0,0,-1,25
,req-39,0.7065,1,0.7065,1,0.7065,0.1,0.8065,0,0,0,-1,28
,req-34,0.7065,1,0.7065,1,0.7065,0.1,0.8065,0,0,0,-1,27
,req-28,0.7068,1,0.7068,1,0.7068,0.1,0.8068,0,0,0,-1,66
,req-60,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,33
,req-42,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,34
,req-42,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,35
,req-88,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,17
,req-76,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,18
,req-48,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,46
,req-47,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,47
,req-74,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,67
,req-69,0.7069,1,0.7069,1,0.7069,0.1,0.8069,0,0,0,-1,65
,req-30,0.8017,1,0.8017,1,0.8017,0.1,0.9017,0,0,0,-1,38
,req-22,0.8017,1,0.8017,1,0.8017,0.1,0.9017,0,0,0,-1,4
,req-22,0.8017,1,0.8017,1,0.8017,0.1,0.9017,0,0,0,-1,1
,req-7,0.802,1,0.802,1,0.802,0.1,0.902,0,0,0,-1,31
,req-6,0.802,1,0.802,1,0.802,0.1,0.902,0,0,0,-1,32
,req-15,0.802,1,0.802,1,0.802,0.1,0.902,0,0,0,-1,60
,req-27,0.802,1,0.802,1,0.802,0.1,0.902,0,0,0,-1,7
,req-16,0.8022,1,0.8022,1,0.8022,0.1,0.9022,0,0,0,-1,63
,req-23,0.8024,1,0.8024,1,0.8024,0.1,0.9024,0,0,0,-1,23
,req-22,0.8024,1,0.8024,1,0.8024,0.1,0.9024,0,0,0,-1,2
,req-31,0.8026,1,0.8026,1,0.8026,0.1,0.9026,0,0,0,-1,36
,req-32,0.8026,1,0.8026,1,0.8026,0.1,0.9026,0,0,0,-1,29
,req-32,0.8026,1,0.8026,1,0.8026,0.1,0.9026,0,0,0,-1,30
,req-30,0.8026,1,0.8026,1,0.8026,0.1,0.9026,0,0,0,-1,3
,req-37,0.8028,1,0.8028,1,0.8028,0.1,0.9028,0,0,0,-1,41
,req-37,0.8028,1,0.8028,1,0.8028,0.1,0.9028,0,0,0,-1,42
,req-33,0.8028,1,0.8028,1,0.8028,0.1,0.9028,0,0,0,-1,6
,req-42,0.8028,1,0.8028,1,0.8028,0.1,0.9028,0,0,0,-1,64
,req-35,0.8028,1,0.8028,1,0.8028,0.1,0.9028,0,0,0,-1,21
,req-9,0.8031,1,0.8031,1,0.8031,0.1,0.9031,0,0,0,-1,24
,req-11,0.8034,1,0.8034,1,0.8034,0.1,0.9034,0,0,0,-1,53
,req-52,0.8034,1,0.8034,1,0.8034,0.1,0.9034,0,0,0,-1,9
,req-36,0.8034,1,0.8034,1,0.8034,0.1,0.9034,0,0,0,-1,39
,req-18,0.8034,1,0.8034,1,0.8034,0.1,0.9034,0,0,0,-1,22
,req-15,0.8037,1,0.8037,1,0.8037,0.1,0.9037,0,0,0,-1,57
,req-2,0.8042,1,0.8042,1,0.8042,0.1,0.9042,0,0,0,-1,68
,req-38,0.8043,1,0.8043,1,0.8043,0.1,0.9043,0,0,0,-1,8
,req-45,0.8043,1,0.8043,1,0.8043,0.1,0.9043,0,0,0,-1,61
,req-38,0.8043,1,0.8043,1,0.8043,0.1,0.9043,0,0,0,-1,55
,req-36,0.8043,1,0.8043,1,0.8043,0.1,0.9043,0,0,0,-1,54
,req-36,0.8043,1,0.8043,1,0.8043,0.1,0.9043,0,0,0,-1,40
,req-25,0.8049,1,0.8049,1,0.8049,0.1,0.9049,0,0,0,-1,45
,req-88,0.8049,1,0.8049,1,0.8049,0.1,0.9049,0,0,0,-1,20
,req-76,0.8049,1,0.8049,1,0.8049,0.1,0.9049,0,0,0,-1,19
,req-55,0.8053,1,0.8053,1,0.8053,0.1,0.9053,0,0,0,-1,10
,req-38,0.8055,1,0.8055,1,0.8055,0.1,0.9055,0,0,0,-1,56
,req-45,0.8055,1,0.8055,1,0.8055,0.1,0.9055,0,0,0,-1,62
,req-23,0.806,1,0.806,1,0.806,0.1,0.906,0,0,0,-1,43
,req-39,0.8061,1,0.8061,1,0.8061,0.1,0.9061,0,0,0,-1,26
,req-43,0.8061,1,0.8061,1,0.8061,0.1,0.9061,0,0,0,-1,59
,req-39,0.8061,1,0.8061,1,0.8061,0.1,0.9061,0,0,0,-1,58
,req-37,0.8061,1,0.8061,1,0.8061,0.1,0.9061,0,0,0,-1,44
,req-38,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,37
,req-38,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,5
,req-55,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,12
,req-55,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,11
,req-34,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,48
,req-42,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,27
,req-40,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,28
,req-40,0.8065,1,0.8065,1,0.8065,0.1,0.9065,0,0,0,-1,25
,req-51,0.8072,1,0.8072,1,0.8072,0.1,0.9072,0,0,0,-1,47
,req-48,0.8072,1,0.8072,1,0.8072,0.1,0.9072,0,0,0,-1,46
,req-60,0.8072,1,0.8072,1,0.8072,0.1,0.9072,0,0,0,-1,35
,req-60,0.8072,1,0.8072,1,0.8072,0.1,0.9072,0,0,0,-1,34
,req-60,0.8072,1,0.8072,1,0.8072,0.1,0.9072,0,0,0,-1,33
,req-88,0.8073,1,0.8073,1,0.8073,0.1,0.9073,0,0,0,-1,18
,req-88,0.8073,1,0.8073,1,0.8073,0.1,0.9073,0,0,0,-1,17
,req-84,0.8073,1,0.8073,1,0.8073,0.1,0.9073,0,0,0,-1,65
,req-84,0.8073,1,0.8073,1,0.8073,0.1,0.9073,0,0,0,-1,67
,req-82,0.8073,1,0.8073,1,0.8073,0.1,0.9073,0,0,0,-1,66
,req-38,0.9019,1,0.9019,1,0.9019,0.1,1.0019,0,0,0,-1,38
,req-30,0.9019,1,0.9019,1,0.9019,0.1,1.0019,0,0,0,-1,1
,req-27,0.9019,1,0.9019,1,0.9019,0.1,1.0019,0,0,0,-1,4
,req-19,0.9021,1,0.9021,1,0.9021,0.1,1.0021,0,0,0,-1,32
,req-7,0.9021,1,0.9021,1,0.9021,0.1,1.0021,0,0,0,-1,31
,req-25,0.9021,1,0.9021,1,0.9021,0.1,1.0021,0,0,0,-1,60
,req-6,0.9021,1,0.9021,1,0.9021,0.1,1.0021,0,0,0,-1,7
,req-17,0.9023,1,0.9023,1,0.9023,0.1,1.0023,0,0,0,-1,63
,req-8,0.9025,1,0.9025,1,0.9025,0.1,1.0025,0,0,0,-1,23
,req-30,0.9025,1,0.9025,1,0.9025,0.1,1.0025,0,0,0,-1,2
,req-19,0.9027,1,0.9027,1,0.9027,0.1,1.0027,0,0,0,-1,29
,req-37,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,42
,req-37,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,41
,req-39,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,36
,req-35,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,6
,req-33,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,64
,req-37,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,21
,req-32,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,30
,req-50,0.9028,1,0.9028,1,0.9028,0.1,1.0028,0,0,0,-1,3
,req-10,0.9032,1,0.9032,1,0.9032,0.1,1.0032,0,0,0,-1,24
,req-10,0.9035,1,0.9035,1,0.9035,0.1,1.0035,0,0,0,-1,9
,req-10,0.9035,1,0.9035,1,0.9035,0.1,1.0035,0,0,0,-1,22
,req-14,0.9036,1,0.9036,1,0.9036,0.1,1.0036,0,0,0,-1,53
,req-38,0.9036,1,0.9036,1,0.9036,0.1,1.0036,0,0,0,-1,39
,req-15,0.9038,1,0.9038,1,0.9038,0.1,1.0038,0,0,0,-1,57
,req-74,0.9043,1,0.9043,1,0.9043,0.1,1.0043,0,0,0,-1,68
,req-19,0.9044,1,0.9044,1,0.9044,0.1,1.0044,0,0,0,-1,55
,req-26,0.9045,1,0.9045,1,0.9045,0.1,1.0045,0,0,0,-1,61
,req-35,0.9046,1,0.9046,1,0.9046,0.1,1.0046,0,0,0,-1,54
,req-42,0.9049,1,0.9049,1,0.9049,0.1,1.0049,0,0,0,-1,45
,req-38,0.9049,1,0.9049,1,0.9049,0.1,1.0049,0,0,0,-1,40
,req-41,0.9049,1,0.9049,1,0.9049,0.1,1.0049,0,0,0,-1,8
,req-95,0.9051,1,0.9051,1,0.9051,0.1,1.0051,0,0,0,-1,19
,req-95,0.9051,1,0.9051,1,0.9051,0.1,1.0051,0,0,0,-1,20
,req-56,0.9055,1,0.9055,1,0.9055,0.1,1.0055,0,0,0,-1,56
,req-55,0.9055,1,0.9055,1,0.9055,0.1,1.0055,0,0,0,-1,10
,req-60,0.9055,1,0.9055,1,0.9055,0.1,1.0055,0,0,0,-1,62
,req-18,0.9061,1,0.9061,1,0.9061,0.1,1.0061,0,0,0,-1,43
,req-24,0.9063,1,0.9063,1,0.9063,0.1,1.0063,0,0,0,-1,26
,req-27,0.9063,1,0.9063,1,0.9063,0.1,1.0063,0,0,0,-1,58
,req-25,0.9063,1,0.9063,1,0.9063,0.1,1.0063,0,0,0,-1,59
,req-23,0.9063,1,0.9063,1,0.9063,0.1,1.0063,0,0,0,-1,44
,req-39,0.907,1,0.907,1,0.907,0.1,1.007,0,0,0,-1,27
,req-40,0.9072,1,0.9072,1,0.9072,0.1,1.0072,0,0,0,-1,28
,req-64,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,33
,req-64,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,34
,req-62,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,35
,req-50,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,37
,req-95,0.9073,1,0.9073,1,0.9073,0.1,1.0073,0,0,0,-1,17
