id;start_time;finish_time;duration;source_host;destination_host
comm1@req-4-11378562273_1@bus_stop_16@bus_stop_1;0.3324;0.342405;0.010005;bus_stop_16;bus_stop_1
p@req-14-10915667347_1@bus_stop_15@bus_stop_14;0.3255;0.34551;0.02001;bus_stop_15;bus_stop_14
comm1@req-17-2569086698_1@bus_stop_3@bus_stop_1;0.3357;0.345705;0.010005;bus_stop_3;bus_stop_1
p@req-14-255595787_1@bus_stop_14@bus_stop_15;0.326;0.34601;0.02001;bus_stop_14;bus_stop_15
p@req-14-255595787_1@bus_stop_14@bus_stop_15;0.326;0.34601;0.02001;bus_stop_14;bus_stop_15
p@req-14-11378562276_1@bus_stop_14@bus_stop_15;0.3261;0.34611;0.02001;bus_stop_14;bus_stop_15
comm1@req-17-1469068918_1@bus_stop_4@bus_stop_15;0.3369;0.346905;0.010005;bus_stop_4;bus_stop_15
comm1@req-11-12146782_1@bus_stop_10@bus_stop_13;0.3072;0.34722;0.04002;bus_stop_10;bus_stop_13
p@req-18-1371510515_1@bus_stop_2@bus_stop_4;0.3374;0.347405;0.010005;bus_stop_2;bus_stop_4
comm2@req-12-255191448_1@bus_stop_14@bus_stop_11;0.32981;0.34982;0.02001;bus_stop_14;bus_stop_11
comm1@req-12-255190984_1@bus_stop_11@bus_stop_2;0.31;0.35002;0.04002;bus_stop_11;bus_stop_2
comm1@req-12-255200263_1@bus_stop_11@bus_stop_2;0.3101;0.35012;0.04002;bus_stop_11;bus_stop_2
p@req-10-1371510111_1@bus_stop_2@bus_stop_11;0.3104;0.35042;0.04002;bus_stop_2;bus_stop_11
p@req-19-2569086944_1@bus_stop_6@bus_stop_7;0.3411;0.351105;0.010005;bus_stop_6;bus_stop_7
comm1@req-18-1371510260_1@bus_stop_13@bus_stop_5;0.3213;0.351315;0.030015;bus_stop_13;bus_stop_5
comm1@req-18-1371510304_1@bus_stop_13@bus_stop_5;0.3214;0.351415;0.030015;bus_stop_13;bus_stop_5
p@req-19-10915667367_1@bus_stop_6@bus_stop_7;0.3416;0.351605;0.010005;bus_stop_6;bus_stop_7
comm1@req-19-255596017_1@bus_stop_7@bus_stop_13;0.3417;0.351705;0.010005;bus_stop_7;bus_stop_13
p@req-14-10915667342_1@bus_stop_13@bus_stop_14;0.322;0.352015;0.030015;bus_stop_13;bus_stop_14
comm2@req-4-11378562273_1@bus_stop_1@bus_stop_16;0.342405;0.35241;0.010005;bus_stop_1;bus_stop_16
comm1@req-13-255191437_1@bus_stop_2@bus_stop_14;0.3337;0.35371;0.02001;bus_stop_2;bus_stop_14
p@req-15-581942058_1@bus_stop_15@bus_stop_2;0.3338;0.35381;0.02001;bus_stop_15;bus_stop_2
p@req-20-9983238121_1@bus_stop_7@bus_stop_8;0.3446;0.354605;0.010005;bus_stop_7;bus_stop_8
comm1@req-17-581942559_1@bus_stop_3@bus_stop_15;0.3356;0.35561;0.02001;bus_stop_3;bus_stop_15
p@req-14-2569086780_1@bus_stop_13@bus_stop_14;0.3256;0.355615;0.030015;bus_stop_13;bus_stop_14
comm2@req-17-2569086698_1@bus_stop_1@bus_stop_3;0.345705;0.35571;0.010005;bus_stop_1;bus_stop_3
comm1@req-3-1432574984_1@bus_stop_10@bus_stop_7;0.3063;0.356325;0.050025;bus_stop_10;bus_stop_7
comm2@req-17-1469068918_1@bus_stop_15@bus_stop_4;0.346905;0.35691;0.010005;bus_stop_15;bus_stop_4
comm1@req-11-10915667367_1@bus_stop_11@bus_stop_1;0.3097;0.359725;0.050025;bus_stop_11;bus_stop_1
comm1@req-12-1451034444_1@bus_stop_11@bus_stop_12;0.3099;0.359925;0.050025;bus_stop_11;bus_stop_12
comm1@req-19-255595921_1@bus_stop_6@bus_stop_13;0.3401;0.36011;0.02001;bus_stop_6;bus_stop_13
comm1@req-0-2569086820_1@bus_stop_0@bus_stop_15;0.3011;0.361129;0.060029;bus_stop_0;bus_stop_15
comm2@req-1-255596055_1@bus_stop_9@bus_stop_1;0.281439;0.361479;0.08004;bus_stop_9;bus_stop_1
comm1@req-13-255191472_1@bus_stop_7@bus_stop_14;0.3415;0.36151;0.02001;bus_stop_7;bus_stop_14
comm2@req-14-255596055_1@bus_stop_9@bus_stop_13;0.34151;0.36152;0.02001;bus_stop_9;bus_stop_13
comm2@req-19-255596017_1@bus_stop_13@bus_stop_7;0.351705;0.36171;0.010005;bus_stop_13;bus_stop_7
comm2@req-13-581942058_1@bus_stop_4@bus_stop_9;0.306029;0.366059;0.06003;bus_stop_4;bus_stop_9
comm2@req-13-1451034453_1@bus_stop_4@bus_stop_9;0.306129;0.366159;0.06003;bus_stop_4;bus_stop_9
p@req-17-9143229517_1@bus_stop_3@bus_stop_4;0.337;0.367015;0.030015;bus_stop_3;bus_stop_4
comm2@req-16-2569108697_1@bus_stop_8@bus_stop_11;0.340515;0.370529;0.030014;bus_stop_8;bus_stop_11
comm2@req-16-255190812_1@bus_stop_8@bus_stop_11;0.340615;0.370629;0.030014;bus_stop_8;bus_stop_11
comm1@req-0-4414627711_1@bus_stop_0@bus_stop_1;0.3012;0.371234;0.070034;bus_stop_0;bus_stop_1
comm1@req-1-11383367761_1@bus_stop_0@bus_stop_1;0.3013;0.371334;0.070034;bus_stop_0;bus_stop_1
p@req-10-12146760_1@bus_stop_3@bus_stop_11;0.3122;0.372229;0.060029;bus_stop_3;bus_stop_11
comm2@req-13-255191437_1@bus_stop_14@bus_stop_2;0.35371;0.37372;0.02001;bus_stop_14;bus_stop_2
p@req-15-581942058_1@bus_stop_16@bus_stop_2;0.3338;0.37382;0.04002;bus_stop_16;bus_stop_2
p@req-15-581942058_1@bus_stop_16@bus_stop_2;0.3338;0.37382;0.04002;bus_stop_16;bus_stop_2
p@req-15-1451034453_1@bus_stop_16@bus_stop_2;0.3339;0.37392;0.04002;bus_stop_16;bus_stop_2
p@req-15-255191437_1@bus_stop_16@bus_stop_2;0.334;0.37402;0.04002;bus_stop_16;bus_stop_2
p@req-15-255191437_1@bus_stop_16@bus_stop_2;0.334;0.37402;0.04002;bus_stop_16;bus_stop_2
p@req-15-255191437_1@bus_stop_16@bus_stop_2;0.334;0.37402;0.04002;bus_stop_16;bus_stop_2
p@req-15-255191472_1@bus_stop_16@bus_stop_2;0.3341;0.37412;0.04002;bus_stop_16;bus_stop_2
p@req-15-1480037114_1@bus_stop_16@bus_stop_2;0.3342;0.37422;0.04002;bus_stop_16;bus_stop_2
p@req-15-1480037114_1@bus_stop_11@bus_stop_2;0.3342;0.37422;0.04002;bus_stop_11;bus_stop_2
p@req-16-255190788_1@bus_stop_11@bus_stop_2;0.3343;0.37432;0.04002;bus_stop_11;bus_stop_2
p@req-16-10915667297_1@bus_stop_3@bus_stop_2;0.3344;0.37442;0.04002;bus_stop_3;bus_stop_2
comm2@req-17-581942559_1@bus_stop_15@bus_stop_3;0.35561;0.37562;0.02001;bus_stop_15;bus_stop_3
p@req-6-255596808_1@bus_stop_11@bus_stop_10;0.3064;0.376434;0.070034;bus_stop_11;bus_stop_10
p@req-7-1432574984_1@bus_stop_11@bus_stop_10;0.3066;0.376634;0.070034;bus_stop_11;bus_stop_10
comm2@req-9-1371510515_1@bus_stop_5@bus_stop_4;0.306634;0.376669;0.070035;bus_stop_5;bus_stop_4
p@req-9-9983238121_1@bus_stop_10@bus_stop_11;0.3096;0.379634;0.070034;bus_stop_10;bus_stop_11
p@req-9-9983238121_1@bus_stop_10@bus_stop_11;0.3096;0.379634;0.070034;bus_stop_10;bus_stop_11
comm2@req-19-255595921_1@bus_stop_13@bus_stop_6;0.36011;0.38012;0.02001;bus_stop_13;bus_stop_6
comm2@req-18-1371510260_1@bus_stop_5@bus_stop_13;0.351315;0.381329;0.030014;bus_stop_5;bus_stop_13
comm2@req-18-1371510304_1@bus_stop_5@bus_stop_13;0.351415;0.381429;0.030014;bus_stop_5;bus_stop_13
comm2@req-1-2570830459_1@bus_stop_14@bus_stop_0;0.34142;0.381439;0.040019;bus_stop_14;bus_stop_0
comm2@req-13-255191472_1@bus_stop_14@bus_stop_7;0.36151;0.38152;0.02001;bus_stop_14;bus_stop_7
comm1@req-2-11383382298_1@bus_stop_0@bus_stop_16;0.3015;0.381539;0.080039;bus_stop_0;bus_stop_16
comm2@req-2-2570830459_1@bus_stop_14@bus_stop_0;0.34162;0.381639;0.040019;bus_stop_14;bus_stop_0
comm1@req-14-255595787_1@bus_stop_9@bus_stop_8;0.3466;0.38662;0.04002;bus_stop_9;bus_stop_8
comm1@req-21-1480037096_1@bus_stop_9@bus_stop_6;0.3468;0.38682;0.04002;bus_stop_9;bus_stop_6
comm2@req-11-12146782_1@bus_stop_13@bus_stop_10;0.34722;0.387239;0.040019;bus_stop_13;bus_stop_10
p@req-19-12146784_1@bus_stop_5@bus_stop_6;0.34;0.390025;0.050025;bus_stop_5;bus_stop_6
comm2@req-12-255190984_1@bus_stop_2@bus_stop_11;0.35002;0.390039;0.040019;bus_stop_2;bus_stop_11
comm2@req-12-255200263_1@bus_stop_2@bus_stop_11;0.35012;0.390139;0.040019;bus_stop_2;bus_stop_11
p@req-6-12146782_1@bus_stop_15@bus_stop_10;0.3065;0.396544;0.090044;bus_stop_15;bus_stop_10
p@req-8-10915667416_1@bus_stop_15@bus_stop_10;0.3067;0.396744;0.090044;bus_stop_15;bus_stop_10
p@req-8-1432574901_1@bus_stop_15@bus_stop_10;0.3068;0.396844;0.090044;bus_stop_15;bus_stop_10
comm2@req-12-10915667312_1@bus_stop_15@bus_stop_5;0.319439;0.399479;0.08004;bus_stop_15;bus_stop_5
p@req-10-1371509982_1@bus_stop_3@bus_stop_12;0.3126;0.402644;0.090044;bus_stop_3;bus_stop_12
comm1@req-4-255191075_1@bus_stop_2@bus_stop_9;0.3331;0.403134;0.070034;bus_stop_2;bus_stop_9
comm1@req-9-1371510111_1@bus_stop_8@bus_stop_10;0.3445;0.404529;0.060029;bus_stop_8;bus_stop_10
comm2@req-6-10915667367_1@bus_stop_1@bus_stop_9;0.326239;0.406279;0.08004;bus_stop_1;bus_stop_9
comm2@req-3-1432574984_1@bus_stop_7@bus_stop_10;0.356325;0.406349;0.050024;bus_stop_7;bus_stop_10
p@req-6-255596808_1@bus_stop_1@bus_stop_10;0.3064;0.406449;0.100049;bus_stop_1;bus_stop_10
p@req-6-255596808_1@bus_stop_1@bus_stop_10;0.3064;0.406449;0.100049;bus_stop_1;bus_stop_10
p@req-8-10915667416_1@bus_stop_1@bus_stop_10;0.3067;0.406749;0.100049;bus_stop_1;bus_stop_10
comm1@req-11-10915667347_1@bus_stop_10@bus_stop_1;0.3073;0.407349;0.100049;bus_stop_10;bus_stop_1
p@req-18-1371509882_1@bus_stop_4@bus_stop_5;0.3394;0.409434;0.070034;bus_stop_4;bus_stop_5
p@req-18-9983238121_1@bus_stop_4@bus_stop_5;0.3395;0.409534;0.070034;bus_stop_4;bus_stop_5
comm2@req-11-10915667367_1@bus_stop_1@bus_stop_11;0.359725;0.409749;0.050024;bus_stop_1;bus_stop_11
comm2@req-12-1451034444_1@bus_stop_12@bus_stop_11;0.359925;0.409949;0.050024;bus_stop_12;bus_stop_11
comm1@req-6-12146782_1@bus_stop_0@bus_stop_13;0.4024;0.412405;0.010005;bus_stop_0;bus_stop_13
p@req-20-1371509882_1@bus_stop_3@bus_stop_8;0.3447;0.414734;0.070034;bus_stop_3;bus_stop_8
p@req-20-1371510515_1@bus_stop_3@bus_stop_8;0.3448;0.414834;0.070034;bus_stop_3;bus_stop_8
comm2@req-11-255595834_1@bus_stop_9@bus_stop_3;0.325444;0.415488;0.090044;bus_stop_9;bus_stop_3
p@req-18-1371509882_1@bus_stop_2@bus_stop_5;0.3394;0.419439;0.080039;bus_stop_2;bus_stop_5
comm2@req-0-2569086820_1@bus_stop_15@bus_stop_0;0.361129;0.421159;0.06003;bus_stop_15;bus_stop_0
comm2@req-6-12146782_1@bus_stop_13@bus_stop_0;0.412405;0.42241;0.010005;bus_stop_13;bus_stop_0
comm1@req-7-1432574984_1@bus_stop_0@bus_stop_7;0.4025;0.42251;0.02001;bus_stop_0;bus_stop_7
comm1@req-8-1432574901_1@bus_stop_0@bus_stop_5;0.4026;0.42261;0.02001;bus_stop_0;bus_stop_5
p@req-17-255191048_1@bus_stop_12@bus_stop_3;0.3345;0.424544;0.090044;bus_stop_12;bus_stop_3
p@req-17-255191048_1@bus_stop_12@bus_stop_3;0.3345;0.424544;0.090044;bus_stop_12;bus_stop_3
p@req-17-255200029_1@bus_stop_12@bus_stop_3;0.3352;0.425244;0.090044;bus_stop_12;bus_stop_3
comm1@req-14-10915667347_1@bus_stop_9@bus_stop_1;0.3465;0.426539;0.080039;bus_stop_9;bus_stop_1
comm2@req-14-255595787_1@bus_stop_8@bus_stop_9;0.38662;0.426639;0.040019;bus_stop_8;bus_stop_9
comm1@req-14-11378562276_1@bus_stop_9@bus_stop_1;0.3467;0.426739;0.080039;bus_stop_9;bus_stop_1
comm2@req-21-1480037096_1@bus_stop_6@bus_stop_9;0.38682;0.426839;0.040019;bus_stop_6;bus_stop_9
comm1@req-9-9983238121_1@bus_stop_1@bus_stop_2;0.4032;0.433215;0.030015;bus_stop_1;bus_stop_2
p@req-4-255595787_2@bus_stop_1@bus_stop_15;0.4261;0.436105;0.010005;bus_stop_1;bus_stop_15
comm1@req-19-10915667367_1@bus_stop_16@bus_stop_1;0.4266;0.436605;0.010005;bus_stop_16;bus_stop_1
p@req-18-1371510111_1@bus_stop_3@bus_stop_5;0.3396;0.439649;0.100049;bus_stop_3;bus_stop_5
comm2@req-0-4414627711_1@bus_stop_1@bus_stop_0;0.371234;0.441269;0.070035;bus_stop_1;bus_stop_0
comm2@req-1-11383367761_1@bus_stop_1@bus_stop_0;0.371334;0.441369;0.070035;bus_stop_1;bus_stop_0
comm1@req-15-1480037114_1@bus_stop_14@bus_stop_11;0.4222;0.44221;0.02001;bus_stop_14;bus_stop_11
comm1@req-16-255190788_1@bus_stop_13@bus_stop_8;0.4223;0.44231;0.02001;bus_stop_13;bus_stop_8
comm2@req-7-1432574984_1@bus_stop_7@bus_stop_0;0.42251;0.44252;0.02001;bus_stop_7;bus_stop_0
comm2@req-8-1432574901_1@bus_stop_5@bus_stop_0;0.42261;0.44262;0.02001;bus_stop_5;bus_stop_0
comm1@req-17-255191048_1@bus_stop_14@bus_stop_2;0.4256;0.44561;0.02001;bus_stop_14;bus_stop_2
comm1@req-17-255200029_1@bus_stop_14@bus_stop_2;0.4257;0.44571;0.02001;bus_stop_14;bus_stop_2
comm1@req-18-9983238121_1@bus_stop_15@bus_stop_2;0.4263;0.44631;0.02001;bus_stop_15;bus_stop_2
comm2@req-19-10915667367_1@bus_stop_1@bus_stop_16;0.436605;0.44661;0.010005;bus_stop_1;bus_stop_16
p@req-23-1371509982_1@bus_stop_2@bus_stop_4;0.4372;0.447205;0.010005;bus_stop_2;bus_stop_4
comm1@req-6-255596808_1@bus_stop_10@bus_stop_13;0.4072;0.44722;0.04002;bus_stop_10;bus_stop_13
comm1@req-18-1371510111_1@bus_stop_5@bus_stop_10;0.4398;0.449805;0.010005;bus_stop_5;bus_stop_10
p@req-25-255191437_1@bus_stop_6@bus_stop_7;0.4413;0.451305;0.010005;bus_stop_6;bus_stop_7
comm1@req-15-255191437_1@bus_stop_13@bus_stop_14;0.422;0.452015;0.030015;bus_stop_13;bus_stop_14
comm1@req-15-255191472_1@bus_stop_13@bus_stop_14;0.4221;0.452115;0.030015;bus_stop_13;bus_stop_14
p@req-23-1371509865_1@bus_stop_15@bus_stop_16;0.4336;0.45361;0.02001;bus_stop_15;bus_stop_16
p@req-23-1371509865_1@bus_stop_15@bus_stop_16;0.4336;0.45361;0.02001;bus_stop_15;bus_stop_16
p@req-5-1432574929_2@bus_stop_7@bus_stop_8;0.4439;0.453905;0.010005;bus_stop_7;bus_stop_8
p@req-25-255191472_1@bus_stop_7@bus_stop_8;0.445;0.455005;0.010005;bus_stop_7;bus_stop_8
p@req-23-12146767_1@bus_stop_15@bus_stop_3;0.435;0.45501;0.02001;bus_stop_15;bus_stop_3
p@req-23-1371510111_1@bus_stop_15@bus_stop_3;0.4351;0.45511;0.02001;bus_stop_15;bus_stop_3
comm2@req-18-1371510111_1@bus_stop_10@bus_stop_5;0.449805;0.45981;0.010005;bus_stop_10;bus_stop_5
comm2@req-2-11383382298_1@bus_stop_16@bus_stop_0;0.381539;0.461579;0.08004;bus_stop_16;bus_stop_0
comm1@req-15-581942058_1@bus_stop_13@bus_stop_4;0.4218;0.46182;0.04002;bus_stop_13;bus_stop_4
comm1@req-15-1451034453_1@bus_stop_13@bus_stop_4;0.4219;0.46192;0.04002;bus_stop_13;bus_stop_4
comm2@req-15-1480037114_1@bus_stop_11@bus_stop_14;0.44221;0.46222;0.02001;bus_stop_11;bus_stop_14
comm2@req-16-255190788_1@bus_stop_8@bus_stop_13;0.44231;0.46232;0.02001;bus_stop_8;bus_stop_13
p@req-22-255596094_1@bus_stop_4@bus_stop_16;0.4331;0.463115;0.030015;bus_stop_4;bus_stop_16
p@req-22-255596028_1@bus_stop_4@bus_stop_16;0.4332;0.463215;0.030015;bus_stop_4;bus_stop_16
comm2@req-9-9983238121_1@bus_stop_2@bus_stop_1;0.433215;0.463229;0.030014;bus_stop_2;bus_stop_1
p@req-22-255596112_1@bus_stop_4@bus_stop_16;0.4334;0.463415;0.030015;bus_stop_4;bus_stop_16
p@req-22-11383382298_1@bus_stop_4@bus_stop_16;0.4335;0.463515;0.030015;bus_stop_4;bus_stop_16
p@req-22-11383382298_1@bus_stop_4@bus_stop_16;0.4335;0.463515;0.030015;bus_stop_4;bus_stop_16
comm2@req-9-1371510111_1@bus_stop_10@bus_stop_8;0.404529;0.464559;0.06003;bus_stop_10;bus_stop_8
comm2@req-17-255191048_1@bus_stop_2@bus_stop_14;0.44561;0.46562;0.02001;bus_stop_2;bus_stop_14
comm2@req-17-255200029_1@bus_stop_2@bus_stop_14;0.44571;0.46572;0.02001;bus_stop_2;bus_stop_14
comm2@req-18-9983238121_1@bus_stop_2@bus_stop_15;0.44631;0.46632;0.02001;bus_stop_2;bus_stop_15
comm1@req-20-9983238121_1@bus_stop_16@bus_stop_2;0.4267;0.46672;0.04002;bus_stop_16;bus_stop_2
comm1@req-14-10915667342_1@bus_stop_13@bus_stop_15;0.4217;0.471725;0.050025;bus_stop_13;bus_stop_15
comm1@req-16-10915667297_1@bus_stop_13@bus_stop_15;0.4224;0.472425;0.050025;bus_stop_13;bus_stop_15
comm2@req-4-255191075_1@bus_stop_9@bus_stop_2;0.403134;0.473169;0.070035;bus_stop_9;bus_stop_2
p@req-9-1371509865_2@bus_stop_14@bus_stop_16;0.4333;0.47332;0.04002;bus_stop_14;bus_stop_16
p@req-9-1371509865_2@bus_stop_2@bus_stop_16;0.4333;0.47332;0.04002;bus_stop_2;bus_stop_16
p@req-22-255596112_1@bus_stop_14@bus_stop_16;0.4334;0.47342;0.04002;bus_stop_14;bus_stop_16
p@req-23-1371509865_1@bus_stop_14@bus_stop_16;0.4336;0.47362;0.04002;bus_stop_14;bus_stop_16
p@req-23-12146767_1@bus_stop_2@bus_stop_3;0.435;0.47502;0.04002;bus_stop_2;bus_stop_3
p@req-23-1371510111_1@bus_stop_2@bus_stop_3;0.4351;0.47512;0.04002;bus_stop_2;bus_stop_3
p@req-25-1480037114_1@bus_stop_7@bus_stop_9;0.4456;0.475615;0.030015;bus_stop_7;bus_stop_9
p@req-23-12146760_1@bus_stop_2@bus_stop_3;0.4359;0.47592;0.04002;bus_stop_2;bus_stop_3
comm2@req-15-255191437_1@bus_stop_14@bus_stop_13;0.452015;0.482029;0.030014;bus_stop_14;bus_stop_13
comm2@req-15-255191472_1@bus_stop_14@bus_stop_13;0.452115;0.482129;0.030014;bus_stop_14;bus_stop_13
comm1@req-19-2569086944_1@bus_stop_16@bus_stop_7;0.4265;0.486529;0.060029;bus_stop_16;bus_stop_7
comm1@req-25-12146794_1@bus_stop_9@bus_stop_6;0.447;0.48702;0.04002;bus_stop_9;bus_stop_6
comm2@req-6-255596808_1@bus_stop_13@bus_stop_10;0.44722;0.487239;0.040019;bus_stop_13;bus_stop_10
comm1@req-24-1480037096_1@bus_stop_5@bus_stop_6;0.44;0.490025;0.050025;bus_stop_5;bus_stop_6
p@req-24-255190828_1@bus_stop_5@bus_stop_6;0.4403;0.490325;0.050025;bus_stop_5;bus_stop_6
p@req-21-2569108697_1@bus_stop_11@bus_stop_16;0.4326;0.492629;0.060029;bus_stop_11;bus_stop_16
p@req-21-1480037114_1@bus_stop_11@bus_stop_16;0.4327;0.492729;0.060029;bus_stop_11;bus_stop_16
p@req-21-1480037114_1@bus_stop_11@bus_stop_16;0.4327;0.492729;0.060029;bus_stop_11;bus_stop_16
p@req-4-255595787_2@bus_stop_9@bus_stop_15;0.4261;0.496134;0.070034;bus_stop_9;bus_stop_15
comm1@req-19-12146784_1@bus_stop_15@bus_stop_9;0.4264;0.496434;0.070034;bus_stop_15;bus_stop_9
comm1@req-25-1480037132_1@bus_stop_9@bus_stop_11;0.4471;0.497125;0.050025;bus_stop_9;bus_stop_11
comm2@req-15-581942058_1@bus_stop_4@bus_stop_13;0.46182;0.501839;0.040019;bus_stop_4;bus_stop_13
comm2@req-15-1451034453_1@bus_stop_4@bus_stop_13;0.46192;0.501939;0.040019;bus_stop_4;bus_stop_13
p@req-22-255596018_1@bus_stop_13@bus_stop_16;0.433;0.503034;0.070034;bus_stop_13;bus_stop_16
p@req-22-255596094_1@bus_stop_13@bus_stop_16;0.4331;0.503134;0.070034;bus_stop_13;bus_stop_16
p@req-22-255596028_1@bus_stop_13@bus_stop_16;0.4332;0.503234;0.070034;bus_stop_13;bus_stop_16
comm1@req-10-1371510111_1@bus_stop_1@bus_stop_10;0.4033;0.503349;0.100049;bus_stop_1;bus_stop_10
p@req-22-255596112_1@bus_stop_13@bus_stop_16;0.4334;0.503434;0.070034;bus_stop_13;bus_stop_16
comm1@req-10-12146760_1@bus_stop_1@bus_stop_10;0.4034;0.503449;0.100049;bus_stop_1;bus_stop_10
p@req-22-11383382298_1@bus_stop_13@bus_stop_16;0.4335;0.503534;0.070034;bus_stop_13;bus_stop_16
comm1@req-10-1371509982_1@bus_stop_1@bus_stop_10;0.4035;0.503549;0.100049;bus_stop_1;bus_stop_10
comm1@req-18-1371510515_1@bus_stop_15@bus_stop_5;0.4258;0.505839;0.080039;bus_stop_15;bus_stop_5
comm1@req-18-1371509882_1@bus_stop_15@bus_stop_5;0.4262;0.506239;0.080039;bus_stop_15;bus_stop_5
comm2@req-14-10915667347_1@bus_stop_1@bus_stop_9;0.426539;0.506579;0.08004;bus_stop_1;bus_stop_9
comm2@req-20-9983238121_1@bus_stop_2@bus_stop_16;0.46672;0.506739;0.040019;bus_stop_2;bus_stop_16
comm2@req-14-11378562276_1@bus_stop_1@bus_stop_9;0.426739;0.506779;0.08004;bus_stop_1;bus_stop_9
comm1@req-8-10915667416_1@bus_stop_10@bus_stop_1;0.4073;0.507349;0.100049;bus_stop_10;bus_stop_1
comm2@req-11-10915667347_1@bus_stop_1@bus_stop_10;0.407349;0.507398;0.100049;bus_stop_1;bus_stop_10
p@req-24-255190814_1@bus_stop_4@bus_stop_5;0.4399;0.509934;0.070034;bus_stop_4;bus_stop_5
p@req-24-255190814_1@bus_stop_4@bus_stop_5;0.4399;0.509934;0.070034;bus_stop_4;bus_stop_5
comm1@req-1-255596028_2@bus_stop_0@bus_stop_9;0.5017;0.511705;0.010005;bus_stop_0;bus_stop_9
p@req-4-11378562276_2@bus_stop_9@bus_stop_0;0.5025;0.512505;0.010005;bus_stop_9;bus_stop_0
comm2@req-1-255596028_2@bus_stop_9@bus_stop_0;0.511705;0.52171;0.010005;bus_stop_9;bus_stop_0
comm2@req-14-10915667342_1@bus_stop_15@bus_stop_13;0.471725;0.521749;0.050024;bus_stop_15;bus_stop_13
comm2@req-16-10915667297_1@bus_stop_15@bus_stop_13;0.472425;0.522449;0.050024;bus_stop_15;bus_stop_13
p@req-21-2569108697_1@bus_stop_9@bus_stop_16;0.4326;0.522644;0.090044;bus_stop_9;bus_stop_16
p@req-21-1480037117_1@bus_stop_12@bus_stop_16;0.4328;0.522844;0.090044;bus_stop_12;bus_stop_16
p@req-21-1480037117_1@bus_stop_12@bus_stop_16;0.4328;0.522844;0.090044;bus_stop_12;bus_stop_16
p@req-22-11383367766_1@bus_stop_12@bus_stop_16;0.4329;0.522944;0.090044;bus_stop_12;bus_stop_16
p@req-22-11383367766_1@bus_stop_12@bus_stop_16;0.4329;0.522944;0.090044;bus_stop_12;bus_stop_16
p@req-22-255596018_1@bus_stop_12@bus_stop_16;0.433;0.523044;0.090044;bus_stop_12;bus_stop_16
p@req-22-255596018_1@bus_stop_12@bus_stop_16;0.433;0.523044;0.090044;bus_stop_12;bus_stop_16
p@req-22-255596094_1@bus_stop_12@bus_stop_16;0.4331;0.523144;0.090044;bus_stop_12;bus_stop_16
comm1@req-20-1371509882_1@bus_stop_16@bus_stop_5;0.4268;0.526849;0.100049;bus_stop_16;bus_stop_5
comm1@req-20-1371510515_1@bus_stop_16@bus_stop_5;0.4269;0.526949;0.100049;bus_stop_16;bus_stop_5
comm1@req-22-255596112_1@bus_stop_12@bus_stop_0;0.517;0.527005;0.010005;bus_stop_12;bus_stop_0
comm2@req-25-12146794_1@bus_stop_6@bus_stop_9;0.48702;0.527039;0.040019;bus_stop_6;bus_stop_9
comm1@req-23-1371509865_1@bus_stop_12@bus_stop_5;0.5172;0.527205;0.010005;bus_stop_12;bus_stop_5
comm1@req-23-1371510173_1@bus_stop_3@bus_stop_5;0.4349;0.534949;0.100049;bus_stop_3;bus_stop_5
comm1@req-22-255596028_1@bus_stop_12@bus_stop_9;0.5169;0.53691;0.02001;bus_stop_12;bus_stop_9
comm2@req-22-255596112_1@bus_stop_0@bus_stop_12;0.527005;0.53701;0.010005;bus_stop_0;bus_stop_12
comm2@req-23-1371509865_1@bus_stop_5@bus_stop_12;0.527205;0.53721;0.010005;bus_stop_5;bus_stop_12
comm1@req-23-12146767_1@bus_stop_12@bus_stop_10;0.5173;0.53731;0.02001;bus_stop_12;bus_stop_10
comm1@req-23-1371510111_1@bus_stop_12@bus_stop_10;0.5174;0.53741;0.02001;bus_stop_12;bus_stop_10
comm1@req-23-12146760_1@bus_stop_12@bus_stop_10;0.5175;0.53751;0.02001;bus_stop_12;bus_stop_10
comm1@req-23-1371509982_1@bus_stop_12@bus_stop_10;0.5176;0.53761;0.02001;bus_stop_12;bus_stop_10
comm2@req-24-1480037096_1@bus_stop_6@bus_stop_5;0.490025;0.540049;0.050024;bus_stop_6;bus_stop_5
comm1@req-21-1480037117_1@bus_stop_14@bus_stop_11;0.5236;0.54361;0.02001;bus_stop_14;bus_stop_11
p@req-10-1371510515_2@bus_stop_10@bus_stop_3;0.4347;0.544754;0.110054;bus_stop_10;bus_stop_3
p@req-10-1371510515_2@bus_stop_10@bus_stop_3;0.4347;0.544754;0.110054;bus_stop_10;bus_stop_3
comm1@req-23-1371510128_1@bus_stop_3@bus_stop_10;0.4348;0.544854;0.110054;bus_stop_3;bus_stop_10
p@req-17-2569086820_2@bus_stop_14@bus_stop_15;0.5259;0.54591;0.02001;bus_stop_14;bus_stop_15
p@req-17-2569086820_2@bus_stop_14@bus_stop_15;0.5259;0.54591;0.02001;bus_stop_14;bus_stop_15
comm2@req-19-2569086944_1@bus_stop_7@bus_stop_16;0.486529;0.546559;0.06003;bus_stop_7;bus_stop_16
comm2@req-25-1480037132_1@bus_stop_11@bus_stop_9;0.497125;0.547149;0.050024;bus_stop_11;bus_stop_9
comm1@req-5-1432574929_2@bus_stop_1@bus_stop_7;0.5021;0.552125;0.050025;bus_stop_1;bus_stop_7
